,Cement,Blast Furnace Slag,Fly Ash,Water,Superplasticizer,Coarse Aggregate,Fine Aggregate,Age,Strength
406,275.0,180.0,120.0,162.0,10.4,830.0,765.0,28,76.24
407,500.0,0.0,0.0,151.0,9.0,1033.0,655.0,28,69.84
408,165.0,0.0,143.6,163.8,0.0,1005.6,900.9,3,14.4
409,165.0,128.5,132.1,175.1,8.1,1005.8,746.6,3,19.42
410,178.0,129.8,118.6,179.9,3.6,1007.3,746.8,3,20.73
411,167.4,129.9,128.6,175.5,7.8,1006.3,746.6,3,14.94
412,172.4,13.6,172.4,156.8,4.1,1006.3,856.4,3,21.29
413,173.5,50.1,173.5,164.8,6.5,1006.2,793.5,3,23.08
414,167.0,75.4,167.0,164.0,7.9,1007.3,770.1,3,15.52
415,173.8,93.4,159.9,172.3,9.7,1007.2,746.6,3,15.82
416,190.3,0.0,125.2,166.6,9.9,1079.0,798.9,3,12.55
417,250.0,0.0,95.7,191.8,5.3,948.9,857.2,3,8.49
418,213.5,0.0,174.2,159.2,11.7,1043.6,771.9,3,15.61
419,194.7,0.0,100.5,170.2,7.5,998.0,901.8,3,12.18
420,251.4,0.0,118.3,192.9,5.8,1043.6,754.3,3,11.98
421,165.0,0.0,143.6,163.8,0.0,1005.6,900.9,14,16.88
422,165.0,128.5,132.1,175.1,8.1,1005.8,746.6,14,33.09
423,178.0,129.8,118.6,179.9,3.6,1007.3,746.8,14,34.24
424,167.4,129.9,128.6,175.5,7.8,1006.3,746.6,14,31.81
425,172.4,13.6,172.4,156.8,4.1,1006.3,856.4,14,29.75
426,173.5,50.1,173.5,164.8,6.5,1006.2,793.5,14,33.01
427,167.0,75.4,167.0,164.0,7.9,1007.3,770.1,14,32.9
428,173.8,93.4,159.9,172.3,9.7,1007.2,746.6,14,29.55
429,190.3,0.0,125.2,166.6,9.9,1079.0,798.9,14,19.42
430,250.0,0.0,95.7,191.8,5.3,948.9,857.2,14,24.66
431,213.5,0.0,174.2,159.2,11.7,1043.6,771.9,14,29.59
432,194.7,0.0,100.5,170.2,7.5,998.0,901.8,14,24.28
433,251.4,0.0,118.3,192.9,5.8,1043.6,754.3,14,20.73
434,165.0,0.0,143.6,163.8,0.0,1005.6,900.9,28,26.2
435,165.0,128.5,132.1,175.1,8.1,1005.8,746.6,28,46.39
436,178.0,129.8,118.6,179.9,3.6,1007.3,746.8,28,39.16
437,167.4,129.9,128.6,175.5,7.8,1006.3,746.6,28,41.2
438,172.4,13.6,172.4,156.8,4.1,1006.3,856.4,28,33.69
439,173.5,50.1,173.5,164.8,6.5,1006.2,793.5,28,38.2
440,167.0,75.4,167.0,164.0,7.9,1007.3,770.1,28,41.41
441,173.8,93.4,159.9,172.3,9.7,1007.2,746.6,28,37.81
442,190.3,0.0,125.2,166.6,9.9,1079.0,798.9,28,24.85
443,250.0,0.0,95.7,191.8,5.3,948.9,857.2,28,27.22
444,213.5,0.0,174.2,159.2,11.7,1043.6,771.9,28,44.64
445,194.7,0.0,100.5,170.2,7.5,998.0,901.8,28,37.27
446,251.4,0.0,118.3,192.9,5.8,1043.6,754.3,28,33.27
447,165.0,0.0,143.6,163.8,0.0,1005.6,900.9,56,36.56
448,165.0,128.5,132.1,175.1,8.1,1005.8,746.6,56,53.72
449,178.0,129.8,118.6,179.9,3.6,1007.3,746.8,56,48.59
450,167.4,129.9,128.6,175.5,7.8,1006.3,746.6,56,51.72
451,172.4,13.6,172.4,156.8,4.1,1006.3,856.4,56,35.85
452,173.5,50.1,173.5,164.8,6.5,1006.2,793.5,56,53.77
453,167.0,75.4,167.0,164.0,7.9,1007.3,770.1,56,53.46
454,173.8,93.4,159.9,172.3,9.7,1007.2,746.6,56,48.99
455,190.3,0.0,125.2,166.6,9.9,1079.0,798.9,56,31.72
456,250.0,0.0,95.7,191.8,5.3,948.9,857.2,56,39.64
457,213.5,0.0,174.2,159.2,11.7,1043.6,771.9,56,51.26
458,194.7,0.0,100.5,170.2,7.5,998.0,901.8,56,43.39
459,251.4,0.0,118.3,192.9,5.8,1043.6,754.3,56,39.27
460,165.0,0.0,143.6,163.8,0.0,1005.6,900.9,100,37.96
461,165.0,128.5,132.1,175.1,8.1,1005.8,746.6,100,55.02
462,178.0,129.8,118.6,179.9,3.6,1007.3,746.8,100,49.99
463,167.4,129.9,128.6,175.5,7.8,1006.3,746.6,100,53.66
464,172.4,13.6,172.4,156.8,4.1,1006.3,856.4,100,37.68
465,173.5,50.1,173.5,164.8,6.5,1006.2,793.5,100,56.06
466,167.0,75.4,167.0,164.0,7.9,1007.3,770.1,100,56.81
467,173.8,93.4,159.9,172.3,9.7,1007.2,746.6,100,50.94
468,190.3,0.0,125.2,166.6,9.9,1079.0,798.9,100,33.56
469,250.0,0.0,95.7,191.8,5.3,948.9,857.2,100,41.16
470,213.5,0.0,174.2,159.2,11.7,1043.6,771.9,100,52.96
471,194.7,0.0,100.5,170.2,7.5,998.0,901.8,100,44.28
472,251.4,0.0,118.3,192.9,5.8,1043.6,754.3,100,40.15
473,446.0,24.0,79.0,162.0,11.6,967.0,712.0,28,57.03
474,446.0,24.0,79.0,162.0,11.6,967.0,712.0,28,44.42
475,446.0,24.0,79.0,162.0,11.6,967.0,712.0,28,51.02
476,446.0,24.0,79.0,162.0,10.3,967.0,712.0,28,53.39
477,446.0,24.0,79.0,162.0,11.6,967.0,712.0,3,35.36
478,446.0,24.0,79.0,162.0,11.6,967.0,712.0,3,25.02
479,446.0,24.0,79.0,162.0,11.6,967.0,712.0,3,23.35
480,446.0,24.0,79.0,162.0,11.6,967.0,712.0,7,52.01
481,446.0,24.0,79.0,162.0,11.6,967.0,712.0,7,38.02
482,446.0,24.0,79.0,162.0,11.6,967.0,712.0,7,39.3
483,446.0,24.0,79.0,162.0,11.6,967.0,712.0,56,61.07
484,446.0,24.0,79.0,162.0,11.6,967.0,712.0,56,56.14
485,446.0,24.0,79.0,162.0,11.6,967.0,712.0,56,55.25
486,446.0,24.0,79.0,162.0,10.3,967.0,712.0,56,54.77
487,387.0,20.0,94.0,157.0,14.3,938.0,845.0,28,50.24
488,387.0,20.0,94.0,157.0,13.9,938.0,845.0,28,46.68
489,387.0,20.0,94.0,157.0,11.6,938.0,845.0,28,46.68
490,387.0,20.0,94.0,157.0,14.3,938.0,845.0,3,22.75
491,387.0,20.0,94.0,157.0,13.9,938.0,845.0,3,25.51
492,387.0,20.0,94.0,157.0,11.6,938.0,845.0,3,34.77
493,387.0,20.0,94.0,157.0,14.3,938.0,845.0,7,36.84
494,387.0,20.0,94.0,157.0,13.9,938.0,845.0,7,45.9
495,387.0,20.0,94.0,157.0,11.6,938.0,845.0,7,41.67
496,387.0,20.0,94.0,157.0,14.3,938.0,845.0,56,56.34
497,387.0,20.0,94.0,157.0,13.9,938.0,845.0,56,47.97
498,387.0,20.0,94.0,157.0,11.6,938.0,845.0,56,61.46
499,355.0,19.0,97.0,145.0,13.1,967.0,871.0,28,44.03
500,355.0,19.0,97.0,145.0,12.3,967.0,871.0,28,55.45
501,491.0,26.0,123.0,210.0,3.9,882.0,699.0,28,55.55
502,491.0,26.0,123.0,201.0,3.9,822.0,699.0,28,57.92
503,491.0,26.0,123.0,210.0,3.9,882.0,699.0,3,25.61
504,491.0,26.0,123.0,210.0,3.9,882.0,699.0,7,33.49
505,491.0,26.0,123.0,210.0,3.9,882.0,699.0,56,59.59
506,491.0,26.0,123.0,201.0,3.9,822.0,699.0,3,29.55
507,491.0,26.0,123.0,201.0,3.9,822.0,699.0,7,37.92
508,491.0,26.0,123.0,201.0,3.9,822.0,699.0,56,61.86
509,424.0,22.0,132.0,178.0,8.5,822.0,750.0,28,62.05
510,424.0,22.0,132.0,178.0,8.5,882.0,750.0,3,32.01
511,424.0,22.0,132.0,168.0,8.9,822.0,750.0,28,72.1
512,424.0,22.0,132.0,178.0,8.5,822.0,750.0,7,39.0
513,424.0,22.0,132.0,178.0,8.5,822.0,750.0,56,65.7
514,424.0,22.0,132.0,168.0,8.9,822.0,750.0,3,32.11
515,424.0,22.0,132.0,168.0,8.9,822.0,750.0,7,40.29
516,424.0,22.0,132.0,168.0,8.9,822.0,750.0,56,74.36
517,202.0,11.0,141.0,206.0,1.7,942.0,801.0,28,21.97
518,202.0,11.0,141.0,206.0,1.7,942.0,801.0,3,9.85
519,202.0,11.0,141.0,206.0,1.7,942.0,801.0,7,15.07
520,202.0,11.0,141.0,206.0,1.7,942.0,801.0,56,23.25
521,284.0,15.0,141.0,179.0,5.5,842.0,801.0,28,43.73
522,284.0,15.0,141.0,179.0,5.5,842.0,801.0,3,13.4
523,284.0,15.0,141.0,179.0,5.5,842.0,801.0,7,24.13
524,284.0,15.0,141.0,179.0,5.5,842.0,801.0,56,44.52
525,359.0,19.0,141.0,154.0,10.9,942.0,801.0,28,62.94
526,359.0,19.0,141.0,154.0,10.9,942.0,801.0,28,59.49
527,359.0,19.0,141.0,154.0,10.9,942.0,801.0,3,25.12
528,359.0,19.0,141.0,154.0,10.9,942.0,801.0,3,23.64
529,359.0,19.0,141.0,154.0,10.9,942.0,801.0,7,35.75
530,359.0,19.0,141.0,154.0,10.9,942.0,801.0,7,38.61
531,359.0,19.0,141.0,154.0,10.9,942.0,801.0,56,68.75
532,359.0,19.0,141.0,154.0,10.9,942.0,801.0,56,66.78
533,436.0,0.0,0.0,218.0,0.0,838.4,719.7,28,23.85
534,289.0,0.0,0.0,192.0,0.0,913.2,895.3,90,32.07
535,289.0,0.0,0.0,192.0,0.0,913.2,895.3,3,11.65
536,393.0,0.0,0.0,192.0,0.0,940.6,785.6,3,19.2
537,393.0,0.0,0.0,192.0,0.0,940.6,785.6,90,48.85
538,393.0,0.0,0.0,192.0,0.0,940.6,785.6,28,39.6
539,480.0,0.0,0.0,192.0,0.0,936.2,712.2,28,43.94
540,480.0,0.0,0.0,192.0,0.0,936.2,712.2,7,34.57
541,480.0,0.0,0.0,192.0,0.0,936.2,712.2,90,54.32
542,480.0,0.0,0.0,192.0,0.0,936.2,712.2,3,24.4
543,333.0,0.0,0.0,192.0,0.0,931.2,842.6,3,15.62
544,255.0,0.0,0.0,192.0,0.0,889.8,945.0,90,21.86
545,255.0,0.0,0.0,192.0,0.0,889.8,945.0,7,10.22
546,289.0,0.0,0.0,192.0,0.0,913.2,895.3,7,14.6
547,255.0,0.0,0.0,192.0,0.0,889.8,945.0,28,18.75
548,333.0,0.0,0.0,192.0,0.0,931.2,842.6,28,31.97
549,333.0,0.0,0.0,192.0,0.0,931.2,842.6,7,23.4
550,289.0,0.0,0.0,192.0,0.0,913.2,895.3,28,25.57
551,333.0,0.0,0.0,192.0,0.0,931.2,842.6,90,41.68
552,393.0,0.0,0.0,192.0,0.0,940.6,785.6,7,27.74
553,255.0,0.0,0.0,192.0,0.0,889.8,945.0,3,8.2
554,158.8,238.2,0.0,185.7,0.0,1040.6,734.3,7,9.62
555,239.6,359.4,0.0,185.7,0.0,941.6,664.3,7,25.42
556,238.2,158.8,0.0,185.7,0.0,1040.6,734.3,7,15.69
557,181.9,272.8,0.0,185.7,0.0,1012.4,714.3,28,27.94
558,193.5,290.2,0.0,185.7,0.0,998.2,704.3,28,32.63
559,255.5,170.3,0.0,185.7,0.0,1026.6,724.3,7,17.24
560,272.8,181.9,0.0,185.7,0.0,1012.4,714.3,7,19.77
561,239.6,359.4,0.0,185.7,0.0,941.6,664.3,28,39.44
562,220.8,147.2,0.0,185.7,0.0,1055.0,744.3,28,25.75
563,397.0,0.0,0.0,185.7,0.0,1040.6,734.3,28,33.08
564,382.5,0.0,0.0,185.7,0.0,1047.8,739.3,7,24.07
565,210.7,316.1,0.0,185.7,0.0,977.0,689.3,7,21.82
566,158.8,238.2,0.0,185.7,0.0,1040.6,734.3,28,21.07
567,295.8,0.0,0.0,185.7,0.0,1091.4,769.3,7,14.84
568,255.5,170.3,0.0,185.7,0.0,1026.6,724.3,28,32.05
569,203.5,135.7,0.0,185.7,0.0,1076.2,759.3,7,11.96
570,397.0,0.0,0.0,185.7,0.0,1040.6,734.3,7,25.45
571,381.4,0.0,0.0,185.7,0.0,1104.6,784.3,28,22.49
572,295.8,0.0,0.0,185.7,0.0,1091.4,769.3,28,25.22
573,228.0,342.1,0.0,185.7,0.0,955.8,674.3,28,39.7
574,220.8,147.2,0.0,185.7,0.0,1055.0,744.3,7,13.09
575,316.1,210.7,0.0,185.7,0.0,977.0,689.3,28,38.7
576,135.7,203.5,0.0,185.7,0.0,1076.2,759.3,7,7.51
577,238.1,0.0,0.0,185.7,0.0,1118.8,789.3,28,17.58
578,339.2,0.0,0.0,185.7,0.0,1069.2,754.3,7,21.18
579,135.7,203.5,0.0,185.7,0.0,1076.2,759.3,28,18.2
580,193.5,290.2,0.0,185.7,0.0,998.2,704.3,7,17.2
581,203.5,135.7,0.0,185.7,0.0,1076.2,759.3,28,22.63
582,290.2,193.5,0.0,185.7,0.0,998.2,704.3,7,21.86
583,181.9,272.8,0.0,185.7,0.0,1012.4,714.3,7,12.37
584,170.3,155.5,0.0,185.7,0.0,1026.6,724.3,28,25.73
585,210.7,316.1,0.0,185.7,0.0,977.0,689.3,28,37.81
586,228.0,342.1,0.0,185.7,0.0,955.8,674.3,7,21.92
587,290.2,193.5,0.0,185.7,0.0,998.2,704.3,28,33.04
588,381.4,0.0,0.0,185.7,0.0,1104.6,784.3,7,14.54
589,238.2,158.8,0.0,185.7,0.0,1040.6,734.3,28,26.91
590,186.2,124.1,0.0,185.7,0.0,1083.4,764.3,7,8.0
591,339.2,0.0,0.0,185.7,0.0,1069.2,754.3,28,31.9
592,238.1,0.0,0.0,185.7,0.0,1118.8,789.3,7,10.34
593,252.5,0.0,0.0,185.7,0.0,1111.6,784.3,28,19.77
594,382.5,0.0,0.0,185.7,0.0,1047.8,739.3,28,37.44
595,252.5,0.0,0.0,185.7,0.0,1111.6,784.3,7,11.48
596,316.1,210.7,0.0,185.7,0.0,977.0,689.3,7,24.44
597,186.2,124.1,0.0,185.7,0.0,1083.4,764.3,28,17.6
598,170.3,155.5,0.0,185.7,0.0,1026.6,724.3,7,10.73
599,272.8,181.9,0.0,185.7,0.0,1012.4,714.3,28,31.38
600,339.0,0.0,0.0,197.0,0.0,968.0,781.0,3,13.22
601,339.0,0.0,0.0,197.0,0.0,968.0,781.0,7,20.97
602,339.0,0.0,0.0,197.0,0.0,968.0,781.0,14,27.04
603,339.0,0.0,0.0,197.0,0.0,968.0,781.0,28,32.04
604,339.0,0.0,0.0,197.0,0.0,968.0,781.0,90,35.17
605,339.0,0.0,0.0,197.0,0.0,968.0,781.0,180,36.45
606,339.0,0.0,0.0,197.0,0.0,968.0,781.0,365,38.89
607,236.0,0.0,0.0,194.0,0.0,968.0,885.0,3,6.47
608,236.0,0.0,0.0,194.0,0.0,968.0,885.0,14,12.84
609,236.0,0.0,0.0,194.0,0.0,968.0,885.0,28,18.42
610,236.0,0.0,0.0,194.0,0.0,968.0,885.0,90,21.95
611,236.0,0.0,0.0,193.0,0.0,968.0,885.0,180,24.1
612,236.0,0.0,0.0,193.0,0.0,968.0,885.0,365,25.08
613,277.0,0.0,0.0,191.0,0.0,968.0,856.0,14,21.26
614,277.0,0.0,0.0,191.0,0.0,968.0,856.0,28,25.97
615,277.0,0.0,0.0,191.0,0.0,968.0,856.0,3,11.36
616,277.0,0.0,0.0,191.0,0.0,968.0,856.0,90,31.25
617,277.0,0.0,0.0,191.0,0.0,968.0,856.0,180,32.33
618,277.0,0.0,0.0,191.0,0.0,968.0,856.0,360,33.7
619,254.0,0.0,0.0,198.0,0.0,968.0,863.0,3,9.31
620,254.0,0.0,0.0,198.0,0.0,968.0,863.0,90,26.94
621,254.0,0.0,0.0,198.0,0.0,968.0,863.0,180,27.63
622,254.0,0.0,0.0,198.0,0.0,968.0,863.0,365,29.79
623,307.0,0.0,0.0,193.0,0.0,968.0,812.0,180,34.49
624,307.0,0.0,0.0,193.0,0.0,968.0,812.0,365,36.15
625,307.0,0.0,0.0,193.0,0.0,968.0,812.0,3,12.54
626,307.0,0.0,0.0,193.0,0.0,968.0,812.0,28,27.53
627,307.0,0.0,0.0,193.0,0.0,968.0,812.0,90,32.92
628,236.0,0.0,0.0,193.0,0.0,968.0,885.0,7,9.99
629,200.0,0.0,0.0,180.0,0.0,1125.0,845.0,7,7.84
630,200.0,0.0,0.0,180.0,0.0,1125.0,845.0,28,12.25
631,225.0,0.0,0.0,181.0,0.0,1113.0,833.0,7,11.17
632,225.0,0.0,0.0,181.0,0.0,1113.0,833.0,28,17.34
633,325.0,0.0,0.0,184.0,0.0,1063.0,783.0,7,17.54
634,325.0,0.0,0.0,184.0,0.0,1063.0,783.0,28,30.57
635,275.0,0.0,0.0,183.0,0.0,1088.0,808.0,7,14.2
636,275.0,0.0,0.0,183.0,0.0,1088.0,808.0,28,24.5
637,300.0,0.0,0.0,184.0,0.0,1075.0,795.0,7,15.58
638,300.0,0.0,0.0,184.0,0.0,1075.0,795.0,28,26.85
639,375.0,0.0,0.0,186.0,0.0,1038.0,758.0,7,26.06
640,375.0,0.0,0.0,186.0,0.0,1038.0,758.0,28,38.21
641,400.0,0.0,0.0,187.0,0.0,1025.0,745.0,28,43.7
642,400.0,0.0,0.0,187.0,0.0,1025.0,745.0,7,30.14
643,250.0,0.0,0.0,182.0,0.0,1100.0,820.0,7,12.73
644,250.0,0.0,0.0,182.0,0.0,1100.0,820.0,28,20.87
645,350.0,0.0,0.0,186.0,0.0,1050.0,770.0,7,20.28
646,350.0,0.0,0.0,186.0,0.0,1050.0,770.0,28,34.29
647,203.5,305.3,0.0,203.5,0.0,963.4,630.0,7,19.54
648,250.2,166.8,0.0,203.5,0.0,977.6,694.1,90,47.71
649,157.0,236.0,0.0,192.0,0.0,935.4,781.2,90,43.38
650,141.3,212.0,0.0,203.5,0.0,971.8,748.5,28,29.89
651,166.8,250.2,0.0,203.5,0.0,975.6,692.6,3,6.9
652,122.6,183.9,0.0,203.5,0.0,958.2,800.1,90,33.19
653,183.9,122.6,0.0,203.5,0.0,959.2,800.0,3,4.9
654,102.0,153.0,0.0,192.0,0.0,887.0,942.0,3,4.57
655,102.0,153.0,0.0,192.0,0.0,887.0,942.0,90,25.46
656,122.6,183.9,0.0,203.5,0.0,958.2,800.1,28,24.29
657,166.8,250.2,0.0,203.5,0.0,975.6,692.6,28,33.95
658,200.0,133.0,0.0,192.0,0.0,965.4,806.2,3,11.41
659,108.3,162.4,0.0,203.5,0.0,938.2,849.0,28,20.59
660,305.3,203.5,0.0,203.5,0.0,965.4,631.0,7,25.89
661,108.3,162.4,0.0,203.5,0.0,938.2,849.0,90,29.23
662,116.0,173.0,0.0,192.0,0.0,909.8,891.9,90,31.02
663,141.3,212.0,0.0,203.5,0.0,971.8,748.5,7,10.39
664,157.0,236.0,0.0,192.0,0.0,935.4,781.2,28,33.66
665,133.0,200.0,0.0,192.0,0.0,927.4,839.2,28,27.87
666,250.2,166.8,0.0,203.5,0.0,977.6,694.1,7,19.35
667,173.0,116.0,0.0,192.0,0.0,946.8,856.8,7,11.39
668,192.0,288.0,0.0,192.0,0.0,929.8,716.1,3,12.79
669,192.0,288.0,0.0,192.0,0.0,929.8,716.1,28,39.32
670,153.0,102.0,0.0,192.0,0.0,888.0,943.1,3,4.78
671,288.0,192.0,0.0,192.0,0.0,932.0,717.8,3,16.11
672,305.3,203.5,0.0,203.5,0.0,965.4,631.0,28,43.38
673,236.0,157.0,0.0,192.0,0.0,972.6,749.1,7,20.42
674,173.0,116.0,0.0,192.0,0.0,946.8,856.8,3,6.94
675,212.0,141.3,0.0,203.5,0.0,973.4,750.0,7,15.03
676,236.0,157.0,0.0,192.0,0.0,972.6,749.1,3,13.57
677,183.9,122.6,0.0,203.5,0.0,959.2,800.0,90,32.53
678,166.8,250.2,0.0,203.5,0.0,975.6,692.6,7,15.75
679,102.0,153.0,0.0,192.0,0.0,887.0,942.0,7,7.68
680,288.0,192.0,0.0,192.0,0.0,932.0,717.8,28,38.8
681,212.0,141.3,0.0,203.5,0.0,973.4,750.0,28,33.0
682,102.0,153.0,0.0,192.0,0.0,887.0,942.0,28,17.28
683,173.0,116.0,0.0,192.0,0.0,946.8,856.8,28,24.28
684,183.9,122.6,0.0,203.5,0.0,959.2,800.0,28,24.05
685,133.0,200.0,0.0,192.0,0.0,927.4,839.2,90,36.59
686,192.0,288.0,0.0,192.0,0.0,929.8,716.1,90,50.73
687,133.0,200.0,0.0,192.0,0.0,927.4,839.2,7,13.66
688,305.3,203.5,0.0,203.5,0.0,965.4,631.0,3,14.14
689,236.0,157.0,0.0,192.0,0.0,972.6,749.1,90,47.78
690,108.3,162.4,0.0,203.5,0.0,938.2,849.0,3,2.33
691,157.0,236.0,0.0,192.0,0.0,935.4,781.2,7,16.89
692,288.0,192.0,0.0,192.0,0.0,932.0,717.8,7,23.52
693,212.0,141.3,0.0,203.5,0.0,973.4,750.0,3,6.81
694,212.0,141.3,0.0,203.5,0.0,973.4,750.0,90,39.7
695,153.0,102.0,0.0,192.0,0.0,888.0,943.1,28,17.96
696,236.0,157.0,0.0,192.0,0.0,972.6,749.1,28,32.88
697,116.0,173.0,0.0,192.0,0.0,909.8,891.9,28,22.35
698,183.9,122.6,0.0,203.5,0.0,959.2,800.0,7,10.79
699,108.3,162.4,0.0,203.5,0.0,938.2,849.0,7,7.72
700,203.5,305.3,0.0,203.5,0.0,963.4,630.0,28,41.68
701,203.5,305.3,0.0,203.5,0.0,963.4,630.0,3,9.56
702,133.0,200.0,0.0,192.0,0.0,927.4,839.2,3,6.88
703,288.0,192.0,0.0,192.0,0.0,932.0,717.8,90,50.53
704,200.0,133.0,0.0,192.0,0.0,965.4,806.2,7,17.17
705,200.0,133.0,0.0,192.0,0.0,965.4,806.2,28,30.44
706,250.2,166.8,0.0,203.5,0.0,977.6,694.1,3,9.73
707,122.6,183.9,0.0,203.5,0.0,958.2,800.1,3,3.32
708,153.0,102.0,0.0,192.0,0.0,888.0,943.1,90,26.32
709,200.0,133.0,0.0,192.0,0.0,965.4,806.2,90,43.25
710,116.0,173.0,0.0,192.0,0.0,909.8,891.9,3,6.28
711,173.0,116.0,0.0,192.0,0.0,946.8,856.8,90,32.1
712,250.2,166.8,0.0,203.5,0.0,977.6,694.1,28,36.96
713,305.3,203.5,0.0,203.5,0.0,965.4,631.0,90,54.6
714,192.0,288.0,0.0,192.0,0.0,929.8,716.1,7,21.48
715,157.0,236.0,0.0,192.0,0.0,935.4,781.2,3,9.69
716,153.0,102.0,0.0,192.0,0.0,888.0,943.1,7,8.37
717,141.3,212.0,0.0,203.5,0.0,971.8,748.5,90,39.66
718,116.0,173.0,0.0,192.0,0.0,909.8,891.9,7,10.09
719,141.3,212.0,0.0,203.5,0.0,971.8,748.5,3,4.83
720,122.6,183.9,0.0,203.5,0.0,958.2,800.1,7,10.35
721,166.8,250.2,0.0,203.5,0.0,975.6,692.6,90,43.57
722,203.5,305.3,0.0,203.5,0.0,963.4,630.0,90,51.86
723,310.0,0.0,0.0,192.0,0.0,1012.0,830.0,3,11.85
724,310.0,0.0,0.0,192.0,0.0,1012.0,830.0,7,17.24
725,310.0,0.0,0.0,192.0,0.0,1012.0,830.0,28,27.83
726,310.0,0.0,0.0,192.0,0.0,1012.0,830.0,90,35.76
727,310.0,0.0,0.0,192.0,0.0,1012.0,830.0,120,38.7
728,331.0,0.0,0.0,192.0,0.0,1025.0,821.0,3,14.31
729,331.0,0.0,0.0,192.0,0.0,1025.0,821.0,7,17.44
730,331.0,0.0,0.0,192.0,0.0,1025.0,821.0,28,31.74
731,331.0,0.0,0.0,192.0,0.0,1025.0,821.0,90,37.91
732,331.0,0.0,0.0,192.0,0.0,1025.0,821.0,120,39.38
733,349.0,0.0,0.0,192.0,0.0,1056.0,809.0,3,15.87
734,349.0,0.0,0.0,192.0,0.0,1056.0,809.0,7,9.01
735,349.0,0.0,0.0,192.0,0.0,1056.0,809.0,28,33.61
736,349.0,0.0,0.0,192.0,0.0,1056.0,809.0,90,40.66
737,349.0,0.0,0.0,192.0,0.0,1056.0,809.0,120,40.86
738,238.0,0.0,0.0,186.0,0.0,1119.0,789.0,7,12.05
739,238.0,0.0,0.0,186.0,0.0,1119.0,789.0,28,17.54
740,296.0,0.0,0.0,186.0,0.0,1090.0,769.0,7,18.91
741,296.0,0.0,0.0,186.0,0.0,1090.0,769.0,28,25.18
742,297.0,0.0,0.0,186.0,0.0,1040.0,734.0,7,30.96
743,480.0,0.0,0.0,192.0,0.0,936.0,721.0,28,43.89
744,480.0,0.0,0.0,192.0,0.0,936.0,721.0,90,54.28
745,397.0,0.0,0.0,186.0,0.0,1040.0,734.0,28,36.94
746,281.0,0.0,0.0,186.0,0.0,1104.0,774.0,7,14.5
747,281.0,0.0,0.0,185.0,0.0,1104.0,774.0,28,22.44
748,500.0,0.0,0.0,200.0,0.0,1125.0,613.0,1,12.64
749,500.0,0.0,0.0,200.0,0.0,1125.0,613.0,3,26.06
750,500.0,0.0,0.0,200.0,0.0,1125.0,613.0,7,33.21
751,500.0,0.0,0.0,200.0,0.0,1125.0,613.0,14,36.94
752,500.0,0.0,0.0,200.0,0.0,1125.0,613.0,28,44.09
753,540.0,0.0,0.0,173.0,0.0,1125.0,613.0,7,52.61
754,540.0,0.0,0.0,173.0,0.0,1125.0,613.0,14,59.76
755,540.0,0.0,0.0,173.0,0.0,1125.0,613.0,28,67.31
756,540.0,0.0,0.0,173.0,0.0,1125.0,613.0,90,69.66
757,540.0,0.0,0.0,173.0,0.0,1125.0,613.0,180,71.62
758,540.0,0.0,0.0,173.0,0.0,1125.0,613.0,270,74.17
759,350.0,0.0,0.0,203.0,0.0,974.0,775.0,7,18.13
760,350.0,0.0,0.0,203.0,0.0,974.0,775.0,14,22.53
761,350.0,0.0,0.0,203.0,0.0,974.0,775.0,28,27.34
762,350.0,0.0,0.0,203.0,0.0,974.0,775.0,56,29.98
763,350.0,0.0,0.0,203.0,0.0,974.0,775.0,90,31.35
764,350.0,0.0,0.0,203.0,0.0,974.0,775.0,180,32.72
765,385.0,0.0,0.0,186.0,0.0,966.0,763.0,1,6.27
766,385.0,0.0,0.0,186.0,0.0,966.0,763.0,3,14.7
767,385.0,0.0,0.0,186.0,0.0,966.0,763.0,7,23.22
768,385.0,0.0,0.0,186.0,0.0,966.0,763.0,14,27.92
769,385.0,0.0,0.0,186.0,0.0,966.0,763.0,28,31.35
770,331.0,0.0,0.0,192.0,0.0,978.0,825.0,180,39.0
771,331.0,0.0,0.0,192.0,0.0,978.0,825.0,360,41.24
772,349.0,0.0,0.0,192.0,0.0,1047.0,806.0,3,14.99
773,331.0,0.0,0.0,192.0,0.0,978.0,825.0,3,13.52
774,382.0,0.0,0.0,186.0,0.0,1047.0,739.0,7,24.0
775,382.0,0.0,0.0,186.0,0.0,1047.0,739.0,28,37.42
776,382.0,0.0,0.0,186.0,0.0,1111.0,784.0,7,11.47
777,281.0,0.0,0.0,186.0,0.0,1104.0,774.0,28,22.44
778,339.0,0.0,0.0,185.0,0.0,1069.0,754.0,7,21.16
779,339.0,0.0,0.0,185.0,0.0,1069.0,754.0,28,31.84
780,295.0,0.0,0.0,185.0,0.0,1069.0,769.0,7,14.8
781,295.0,0.0,0.0,185.0,0.0,1069.0,769.0,28,25.18
782,238.0,0.0,0.0,185.0,0.0,1118.0,789.0,28,17.54
783,296.0,0.0,0.0,192.0,0.0,1085.0,765.0,7,14.2
784,296.0,0.0,0.0,192.0,0.0,1085.0,765.0,28,21.65
785,296.0,0.0,0.0,192.0,0.0,1085.0,765.0,90,29.39
786,331.0,0.0,0.0,192.0,0.0,879.0,825.0,3,13.52
787,331.0,0.0,0.0,192.0,0.0,978.0,825.0,7,16.26
